months_as_customer,age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,T1GR01,T1GR02,T1GR03,T1GR04,T1GR05,T1GR06,T1GR07,T1GR08,T1GR09,T1GR10,T1GR11,T1GR12,T1GR13,T1GR14,T2GR01,T2GR02,T2GR03,T2GR04,T2GR05,T2GR06,T2GR07,T2GR08,T2GR09,T2GR10,PLGR01,PLGR02,PLGR03,PLGR04,PLGR05,PLGR06,PLGR07,PLGR08,PLGR09,PLGR10
66,30,FEMALE,College,adm-clerical,paintball,wife,2015-01-24,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,3,?,0,2,YES,65560,11920,11920,41720,Volkswagen,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
366,50,FEMALE,High School,handlers-cleaners,basketball,husband,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,5,3,YES,1,3,NO,70290,12780,12780,44730,Mercedes,2012,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1
188,37,FEMALE,JD,adm-clerical,hiking,own-child,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,6,1,?,2,0,YES,45000,5000,5000,35000,Suburu,2003,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
224,39,FEMALE,JD,prof-specialty,sleeping,other-relative,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,21,3,YES,2,1,?,61800,12360,6180,43260,Suburu,2007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
253,46,FEMALE,MD,transport-moving,movies,husband,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,5870,11740,46960,Jeep,2001,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
446,61,FEMALE,High School,adm-clerical,reading,unmarried,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,7050,14100,49350,Suburu,2007,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,37,MALE,JD,armed-forces,movies,other-relative,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Police,4,3,?,2,1,YES,57900,17370,5790,34740,Audi,2005,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
255,46,FEMALE,JD,prof-specialty,video-games,own-child,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,5260,10520,42080,Volkswagen,2011,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
209,39,MALE,PhD,transport-moving,polo,husband,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,22,1,?,1,1,NO,37800,8400,4200,25200,Chevrolet,1995,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
210,37,FEMALE,MD,tech-support,hiking,own-child,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,8,1,?,1,3,YES,63300,6330,6330,50640,Toyota,2000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174,33,FEMALE,College,farming-fishing,paintball,own-child,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,8840,4420,30940,Saab,1995,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
70,28,MALE,High School,machine-op-inspct,yachting,husband,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,3520,3520,24640,Toyota,2006,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
89,32,FEMALE,MD,tech-support,kayaking,not-in-family,2015-01-23,Parked Car,?,Trivial Damage,Police,5,1,YES,1,2,?,100,10,20,70,Audi,2002,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
458,61,FEMALE,High School,protective-serv,bungie-jumping,other-relative,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,6260,6260,43820,Volkswagen,2003,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
239,40,FEMALE,JD,sales,skydiving,own-child,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,Police,20,3,?,0,0,YES,69740,6340,6340,57060,Dodge,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
161,38,MALE,PhD,priv-house-serv,exercise,not-in-family,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,5040,15120,40320,Volkswagen,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
446,61,FEMALE,High School,tech-support,skydiving,wife,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,?,2,1,NO,80880,6740,13480,60660,Nissan,2005,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
476,61,FEMALE,Masters,handlers-cleaners,dancing,not-in-family,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,Fire,10,1,?,1,2,YES,49390,8980,4490,35920,Suburu,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,29,FEMALE,MD,armed-forces,video-games,other-relative,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,12,1,NO,0,3,?,69360,11560,11560,46240,Dodge,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
233,41,FEMALE,Associate,tech-support,board-games,other-relative,2015-01-20,Vehicle Theft,?,Minor Damage,,6,1,NO,0,1,?,3740,680,680,2380,Chevrolet,2011,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
122,33,MALE,PhD,other-service,bungie-jumping,husband,2015-02-12,Parked Car,?,Trivial Damage,,1,1,NO,0,1,NO,5060,460,920,3680,Nissan,2003,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
335,48,FEMALE,MD,machine-op-inspct,chess,wife,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,3260,6520,26080,BMW,2005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1
257,40,MALE,Associate,machine-op-inspct,cross-fit,husband,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,YES,2,1,?,50050,7700,3850,38500,Ford,2008,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
85,27,MALE,College,priv-house-serv,dancing,unmarried,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,10740,5370,42960,Toyota,2012,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
133,30,MALE,College,adm-clerical,board-games,husband,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,19,3,NO,1,2,?,28440,3160,3160,22120,Dodge,2007,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
119,34,FEMALE,College,tech-support,hiking,wife,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,8280,8280,28980,Honda,1998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
169,34,FEMALE,JD,sales,reading,not-in-family,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,?,0,0,YES,38700,7740,3870,27090,Volkswagen,2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,39,MALE,Masters,tech-support,paintball,other-relative,2015-02-20,Parked Car,?,Trivial Damage,,6,1,YES,2,1,YES,5830,1060,530,4240,Nissan,2011,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
84,32,FEMALE,Associate,prof-specialty,cross-fit,husband,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,YES,0,2,?,57240,4770,9540,42930,BMW,1995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
169,39,MALE,High School,armed-forces,exercise,husband,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,4200,8400,33600,Suburu,2015,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
124,32,FEMALE,Masters,farming-fishing,kayaking,wife,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,5770,5770,46160,Toyota,2003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,48,MALE,College,transport-moving,hiking,not-in-family,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,4680,9360,42120,Saab,1995,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
297,47,MALE,MD,adm-clerical,movies,unmarried,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,?,0,3,YES,44400,5550,5550,33300,Jeep,1999,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
421,56,MALE,Masters,machine-op-inspct,reading,own-child,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,7,1,?,2,3,?,92730,16860,8430,67440,Mercedes,2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
136,33,FEMALE,PhD,craft-repair,paintball,not-in-family,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,3070,6140,21490,Toyota,2015,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
46,24,FEMALE,High School,armed-forces,yachting,unmarried,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,?,56600,11320,5660,39620,Toyota,1999,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
34,24,FEMALE,MD,armed-forces,dancing,own-child,2015-02-01,Parked Car,?,Trivial Damage,,20,1,YES,0,1,?,3960,660,660,2640,Audi,1998,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
95,30,MALE,College,transport-moving,video-games,unmarried,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,22,1,YES,0,3,?,34800,3480,6960,24360,Accura,1999,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
140,36,FEMALE,JD,armed-forces,kayaking,not-in-family,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,?,2,0,YES,79500,7950,7950,63600,Chevrolet,2000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
200,34,FEMALE,College,prof-specialty,basketball,other-relative,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,10,1,?,2,2,NO,56000,5600,5600,44800,Chevrolet,2009,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
123,29,FEMALE,Masters,machine-op-inspct,chess,not-in-family,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,16280,0,56980,Volkswagen,2014,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
267,46,MALE,MD,craft-repair,base-jumping,unmarried,2015-02-03,Parked Car,?,Trivial Damage,,3,1,YES,2,3,YES,4950,900,450,3600,Toyota,1995,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
290,42,MALE,Masters,machine-op-inspct,kayaking,own-child,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,4800,9600,33600,Saab,2013,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
45,37,MALE,College,prof-specialty,dancing,wife,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,10440,5220,36540,Nissan,2005,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
186,38,FEMALE,JD,protective-serv,dancing,unmarried,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,?,73800,12300,12300,49200,Audi,1995,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,34,FEMALE,JD,protective-serv,base-jumping,other-relative,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,?,1,2,NO,78200,15640,7820,54740,Audi,2009,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
110,33,MALE,Associate,other-service,bungie-jumping,husband,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,19,1,?,2,3,NO,55200,13800,9200,32200,Saab,2015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
259,43,FEMALE,PhD,handlers-cleaners,kayaking,own-child,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,6340,6340,44380,Ford,2012,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
114,30,FEMALE,Masters,protective-serv,dancing,husband,2015-02-25,Vehicle Theft,?,Minor Damage,,3,1,NO,0,3,YES,4680,520,520,3640,Chevrolet,2013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
404,56,FEMALE,Masters,transport-moving,cross-fit,not-in-family,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,5310,5310,42480,Accura,2005,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
282,48,FEMALE,MD,prof-specialty,video-games,husband,2015-02-09,Vehicle Theft,?,Minor Damage,,7,1,?,1,2,NO,3520,640,320,2560,Accura,2013,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
57,25,FEMALE,Masters,tech-support,dancing,own-child,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,14580,14580,43740,Nissan,2010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,38,FEMALE,PhD,craft-repair,camping,unmarried,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,10,1,?,0,1,NO,70700,7070,14140,49490,Volkswagen,2008,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
140,30,FEMALE,College,adm-clerical,bungie-jumping,wife,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,?,0,0,?,60170,5470,10940,43760,Nissan,2006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
250,42,MALE,High School,exec-managerial,paintball,husband,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,?,1,1,?,74800,13600,6800,54400,Ford,2009,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
286,41,MALE,College,prof-specialty,paintball,wife,2015-01-01,Vehicle Theft,?,Trivial Damage,Police,3,1,YES,2,0,?,4100,820,410,2870,Chevrolet,2009,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
356,47,MALE,High School,prof-specialty,camping,husband,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,5,1,YES,0,3,?,61490,5590,11180,44720,Dodge,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
65,29,MALE,High School,other-service,basketball,own-child,2015-01-28,Vehicle Theft,?,Trivial Damage,,14,1,?,0,0,?,7200,720,1440,5040,Audi,1999,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187,34,FEMALE,PhD,machine-op-inspct,polo,not-in-family,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,7,3,?,0,0,?,45100,8200,4100,32800,Nissan,2011,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
386,53,MALE,JD,craft-repair,camping,not-in-family,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,?,2,3,YES,66660,12120,6060,48480,Honda,2006,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
197,41,FEMALE,PhD,prof-specialty,basketball,not-in-family,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,15280,7640,53480,Volkswagen,1997,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
166,37,FEMALE,MD,craft-repair,kayaking,not-in-family,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,58300,10600,10600,37100,Ford,2001,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
293,49,FEMALE,JD,transport-moving,skydiving,husband,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,?,1,1,?,57310,5210,10420,41680,Volkswagen,2002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,32,FEMALE,PhD,priv-house-serv,movies,own-child,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,?,0,1,?,53100,5900,5900,41300,Suburu,2006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1
76,24,FEMALE,MD,priv-house-serv,paintball,husband,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,6,3,NO,1,1,?,74700,14940,7470,52290,Suburu,1997,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
105,28,FEMALE,Associate,prof-specialty,golf,own-child,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,12100,6050,42350,Audi,1995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,26,MALE,Masters,protective-serv,chess,unmarried,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,7720,15440,61760,Jeep,2006,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
148,36,FEMALE,MD,adm-clerical,hiking,own-child,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,5550,11100,44400,Dodge,2009,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
77,26,MALE,JD,exec-managerial,movies,other-relative,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,12,3,YES,2,0,?,69080,12560,6280,50240,Audi,2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
295,46,FEMALE,JD,prof-specialty,paintball,own-child,2015-01-16,Vehicle Theft,?,Minor Damage,,10,1,YES,1,3,YES,4560,760,380,3420,Nissan,2007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
126,28,FEMALE,JD,machine-op-inspct,skydiving,other-relative,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,4,NO,0,1,?,67800,11300,11300,45200,Ford,2011,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
132,32,MALE,PhD,other-service,reading,wife,2015-01-07,Vehicle Theft,?,Minor Damage,Police,21,1,YES,1,1,YES,5600,1120,560,3920,Suburu,2005,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
370,55,MALE,JD,other-service,basketball,wife,2015-02-17,Vehicle Theft,?,Minor Damage,,6,1,?,0,2,?,9000,900,1800,6300,Mercedes,2015,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
257,43,FEMALE,JD,transport-moving,kayaking,other-relative,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,21330,7110,56880,Nissan,2006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,24,FEMALE,PhD,machine-op-inspct,golf,other-relative,2015-01-31,Vehicle Theft,?,Trivial Damage,,6,1,NO,0,3,YES,5940,540,1080,4320,Audi,2001,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
185,34,FEMALE,PhD,armed-forces,movies,husband,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,20,3,YES,1,1,?,51370,9340,4670,37360,BMW,2000,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
234,43,MALE,Associate,protective-serv,reading,own-child,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,10320,5160,36120,Dodge,2011,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253,44,FEMALE,High School,farming-fishing,golf,own-child,2015-02-13,Parked Car,?,Trivial Damage,,9,1,NO,0,3,?,5400,600,600,4200,Chevrolet,1998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
233,39,MALE,JD,craft-repair,reading,unmarried,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,3,?,1,0,YES,48870,5430,5430,38010,Saab,1999,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1
274,44,FEMALE,JD,tech-support,reading,husband,2015-02-05,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,?,5590,860,860,3870,BMW,2000,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,48,MALE,Masters,protective-serv,camping,wife,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,18,3,?,0,2,?,54960,6870,0,48090,Toyota,2002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,47,FEMALE,Associate,prof-specialty,video-games,own-child,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,0,3,NO,1,3,?,39800,7960,3980,27860,Jeep,2014,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,37,FEMALE,Masters,armed-forces,chess,own-child,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,6240,6240,43680,Ford,2015,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
285,42,MALE,Associate,priv-house-serv,golf,not-in-family,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,5270,10540,36890,Toyota,2005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
